Age,Gender,Civil Status,Religion,Educational Attainment,Barangay,Type of Current Offense,Prior Convictions,Juvenile Records,History of Incarceration,Length of Current Sentence (yrs),Time Served (yrs),Reoffense Nature,Time to Reoffend (mos),Infractions Count,Infractions Type,Jail Behavior Rating,Solitary Time (days),Jail Duties,Rehab Programs,Religious Activities,Group Recreation,Psych Assessment Result,Personality Disorders,Conflict in Jail,Impulsivity,Manipulativeness,Aggression,Remorse,Law Belief,Rehab Attitude,Gang Affiliation,Peer Influence,Friends w/ Record,Peer Type,Living Before Arrest,Education in Jail,Vocational Training,Therapy Attendance,Substance Abuse,Drug Rehab,Family Support,Family Relationship,Domestic Trauma,Marital Quality,Dependents,Family Reunification Intent,Pre-Jail Education,Job History,Income Level,Homelessness,Access to Needs,Juvenile Street Living,Release Date,Parole Status,Job After Release,NGO Support,Post-Release Housing,Post-Release Programs,Reoffend Time (mos),Reoffense Type
61,Female,Married,None,Vocational,Alipit,Assault,1 - Assault,No,Yes,1,0.5,Same,36,5,Fighting,Good,28,No,Yes,No,None,Moderate,Schizoid,Yes,High,Low,High,No,High,Resistant,Yes,No,0,Antisocial,Alone,Yes,No,Yes,None,No,Occasional,Strong,Yes,,0,No,Vocational,Clerk,Medium,No,Irregular,Yes,9/2/2020,None,Unemployed,No,Halfway House,Yes,36,Assault
26,Female,Married,Muslim,College,Aplaya,Theft,2 - Illegal Drugs,Yes,Yes,9,1.4,Escalation,28,2,Verbal Threats,Fair,30,No,Yes,Yes,Sports,Low,Schizoid,No,Moderate,High,Low,Yes,Low,Willing,Yes,No,5,Prosocial,Alone,No,No,Yes,Both,No,None,Strained,Yes,Good,4,Yes,College,Construction,High,No,None,No,7/7/2020,None,Employed,No,Renting,No,28,Theft
24,Female,Widowed,None,Graduate,San Pablo Norte,Estafa,1 - Robbery,Yes,Yes,5,1,Escalation,2,1,Fighting,Fair,12,Yes,No,No,None,Very High,Schizoid,No,Moderate,Moderate,Moderate,No,High,Willing,No,No,2,Prosocial,Alone,Yes,No,Yes,Alcohol,Yes,Frequent,Strained,No,,4,No,Graduate,Retail,Medium,Yes,Irregular,Yes,2/11/2021,Parole,Employed,No,Homeless,No,2,Estafa
21,Female,Widowed,Iglesia,College,Labuin,Estafa,1 - Robbery,No,No,5,2.7,Escalation,6,1,Contraband,Good,5,No,Yes,Yes,Art Therapy,Low,None,No,Moderate,Moderate,Low,No,High,Resistant,No,No,3,Prosocial,Homeless,Yes,Yes,No,Both,Yes,Frequent,Absent,Yes,Good,3,No,College,Clerk,High,No,Irregular,No,1/28/2020,None,Unemployed,Yes,Homeless,Yes,6,Estafa
65,Male,Married,Catholic,None,San Pablo Norte,Homicide,2 - Theft,Yes,No,12,9.2,Same,31,5,Verbal Threats,Fair,6,Yes,Yes,Yes,Sports,Low,Narcissistic,No,Moderate,Moderate,Moderate,No,Moderate,Cooperative,No,No,4,Prosocial,Homeless,No,No,No,Drugs,No,None,Absent,No,Good,0,No,None,Factory,None,No,None,No,2/21/2023,None,Employed,No,Renting,Yes,31,Homicide
58,Female,Single,Catholic,College,Taytay,Homicide,1 - Illegal Drugs,No,No,7,3.9,Escalation,35,5,Contraband,Good,0,Yes,Yes,Yes,Art Therapy,High,None,Yes,Low,Moderate,Low,Some,Low,Cooperative,No,Yes,0,Prosocial,Homeless,No,Yes,Yes,Alcohol,No,Frequent,Absent,No,,2,No,College,Retail,None,Yes,None,No,1/18/2020,Completed,Employed,No,With Family,No,35,Homicide
38,Male,Separated,None,Vocational,Calios,Theft,1 - Homicide,No,No,8,3.3,Same,13,2,Contraband,Poor,10,No,Yes,No,None,Moderate,None,No,High,Low,High,No,High,Cooperative,No,No,1,Antisocial,Alone,Yes,Yes,No,None,No,Frequent,Strong,Yes,Poor,0,No,Vocational,Unemployed,Low,No,None,No,4/26/2021,Completed,Employed,Yes,With Family,Yes,13,Theft
37,Male,Widowed,Catholic,High School,Malinao,Homicide,3 - Theft,No,No,3,2.6,Escalation,31,4,Contraband,Poor,4,Yes,Yes,Yes,Sports,Very High,BPD,No,Moderate,High,Low,Yes,High,Willing,Yes,No,2,Antisocial,Homeless,No,Yes,Yes,Alcohol,Yes,Occasional,Absent,Yes,,5,No,High School,Factory,High,Yes,None,No,2/20/2022,Completed,Unemployed,Yes,Homeless,Yes,31,Homicide
35,Female,Separated,Catholic,Vocational,San Juan,Homicide,3 - Fraud,No,Yes,14,10.9,Same,29,4,Contraband,Poor,24,No,No,Yes,None,Very High,None,Yes,Low,High,High,No,Low,Resistant,Yes,No,3,Prosocial,With Family,No,Yes,Yes,Alcohol,Yes,None,Strained,No,Good,5,No,Vocational,Construction,Medium,Yes,Irregular,No,1/23/2021,Parole,Employed,No,With Family,No,29,Homicide
36,Female,Widowed,None,High School,Patimbao,Robbery,0 - Homicide,No,No,10,6.7,Escalation,18,4,Fighting,Poor,5,Yes,Yes,Yes,Sports,Very High,Schizoid,No,High,Moderate,Low,No,High,Cooperative,No,No,2,Prosocial,With Peers,No,No,No,Both,No,Frequent,Strong,Yes,Poor,5,No,High School,Construction,Low,Yes,None,Yes,3/5/2021,Parole,Unemployed,No,Halfway House,Yes,18,Robbery
34,Male,Married,Christian,Vocational,Calios,Assault,1 - Homicide,No,Yes,10,3.2,Escalation,24,5,None,Good,3,No,Yes,No,Art Therapy,Moderate,BPD,No,Moderate,Moderate,Moderate,Yes,Low,Resistant,Yes,Yes,3,Antisocial,With Family,Yes,Yes,No,Drugs,No,Occasional,Strong,No,,4,Yes,Vocational,Factory,High,No,None,Yes,10/25/2021,Parole,Employed,Yes,Renting,No,24,Assault
45,Male,Separated,None,College,Aplaya,Robbery,1 - Assault,Yes,No,4,2.5,None,,3,Verbal Threats,Fair,11,Yes,Yes,Yes,Art Therapy,Low,Narcissistic,Yes,Moderate,High,Moderate,Yes,High,Resistant,No,Yes,0,Antisocial,Homeless,No,No,Yes,Alcohol,Yes,Occasional,Strong,No,Good,4,No,College,Retail,Low,Yes,Irregular,No,9/3/2021,Parole,Unemployed,No,Homeless,No,,
65,Female,Separated,Iglesia,Graduate,Patimbao,Illegal Drugs,3 - Theft,Yes,Yes,6,4.1,Escalation,17,3,Fighting,Good,1,No,Yes,No,Art Therapy,Low,Narcissistic,Yes,Moderate,Low,Moderate,Yes,Low,Resistant,Yes,Yes,1,Prosocial,Homeless,No,Yes,No,Drugs,Yes,None,Absent,No,,0,No,Graduate,Retail,None,Yes,Regular,No,7/8/2020,Completed,Unemployed,Yes,Halfway House,No,17,Illegal Drugs
43,Male,Widowed,Iglesia,Elementary,Aplaya,Estafa,2 - Theft,Yes,No,3,1.9,None,,5,Contraband,Good,16,No,Yes,Yes,None,Very High,Narcissistic,Yes,High,Moderate,High,Some,High,Cooperative,No,Yes,2,Antisocial,With Peers,No,Yes,No,Both,No,Occasional,Strong,No,Poor,1,No,Elementary,Construction,High,Yes,None,Yes,8/24/2023,None,Unemployed,No,Renting,Yes,,
28,Male,Separated,Muslim,Vocational,Patimbao,Homicide,0 - Fraud,No,Yes,4,3.8,Same,10,3,Verbal Threats,Good,14,No,Yes,No,Art Therapy,Very High,Narcissistic,Yes,High,High,Low,Some,Low,Willing,No,Yes,4,Prosocial,With Family,Yes,No,Yes,Alcohol,Yes,Occasional,Strained,Yes,Good,0,No,Vocational,Factory,None,No,Irregular,No,4/28/2024,None,Employed,Yes,Halfway House,No,10,Homicide
38,Female,Separated,Muslim,Elementary,San Pablo Norte,Illegal Drugs,1 - Theft,No,No,5,4,Same,24,5,Verbal Threats,Fair,12,Yes,Yes,Yes,Sports,Low,Antisocial,No,High,Moderate,High,Yes,Moderate,Cooperative,No,No,4,Prosocial,With Family,Yes,No,Yes,Both,Yes,None,Strong,Yes,,3,No,Elementary,Unemployed,None,Yes,Irregular,Yes,11/13/2020,None,Employed,Yes,With Family,No,24,Illegal Drugs
38,Male,Separated,None,College,Labuin,Fraud,3 - Illegal Drugs,Yes,Yes,13,8.5,None,,2,Verbal Threats,Fair,4,Yes,No,Yes,Art Therapy,Very High,None,Yes,High,Low,High,Yes,Low,Resistant,No,Yes,2,Prosocial,Homeless,No,No,Yes,Drugs,No,Frequent,Absent,Yes,,3,No,College,Construction,High,Yes,None,Yes,11/28/2023,Parole,Unemployed,No,Homeless,No,,
51,Female,Single,Muslim,Vocational,Calios,Illegal Drugs,1 - Theft,Yes,No,7,7,None,,5,Contraband,Fair,20,No,Yes,No,Sports,Low,BPD,Yes,Moderate,Low,Moderate,Some,High,Willing,No,No,0,Prosocial,With Family,No,Yes,No,Drugs,No,Occasional,Strained,No,,4,Yes,Vocational,Retail,Low,Yes,None,No,5/8/2023,Completed,Employed,Yes,Renting,No,,
27,Male,Separated,Catholic,College,Santo Angel,Theft,1 - Estafa,No,No,8,1,Escalation,12,2,Fighting,Good,2,Yes,Yes,Yes,Sports,Very High,Narcissistic,Yes,Low,Moderate,Moderate,Yes,High,Resistant,Yes,Yes,1,Antisocial,Alone,Yes,No,No,Alcohol,Yes,Occasional,Absent,Yes,Good,2,No,College,Odd Jobs,Low,Yes,None,No,11/5/2022,Completed,Unemployed,No,Homeless,No,12,Theft
44,Male,Widowed,None,None,Pagsawitan,Theft,2 - Robbery,No,Yes,9,1.5,Escalation,24,0,Verbal Threats,Fair,8,Yes,No,No,None,Low,Schizoid,Yes,Moderate,Moderate,High,No,Moderate,Resistant,Yes,No,4,Antisocial,With Peers,Yes,No,No,Both,No,Frequent,Absent,No,Poor,0,No,None,Unemployed,None,Yes,Irregular,No,3/13/2023,Completed,Unemployed,No,Halfway House,No,24,Theft
60,Female,Married,Iglesia,Elementary,Palasan,Fraud,3 - Estafa,No,No,10,6.4,Escalation,3,1,Fighting,Fair,9,Yes,Yes,Yes,Art Therapy,Moderate,BPD,No,Moderate,Moderate,High,Some,High,Resistant,Yes,No,0,Prosocial,Homeless,Yes,Yes,No,Alcohol,No,None,Strong,No,Good,1,Yes,Elementary,Clerk,Medium,Yes,None,Yes,11/7/2020,Completed,Unemployed,Yes,With Family,No,3,Fraud
18,Male,Separated,None,High School,Palasan,Illegal Drugs,2 - Assault,No,Yes,8,1.8,Same,15,4,Verbal Threats,Fair,24,No,Yes,No,None,Moderate,BPD,No,High,High,Moderate,No,High,Willing,Yes,Yes,1,Prosocial,Homeless,No,Yes,No,Drugs,No,Occasional,Strong,No,Good,4,No,High School,Odd Jobs,High,Yes,None,No,7/11/2022,Completed,Unemployed,Yes,Homeless,Yes,15,Illegal Drugs
50,Male,Widowed,Muslim,Elementary,San Juan,Theft,0 - Robbery,Yes,No,5,2,Same,9,2,Verbal Threats,Fair,29,Yes,No,Yes,Art Therapy,High,None,Yes,Moderate,Low,High,Some,Low,Resistant,No,No,4,Antisocial,With Peers,No,No,Yes,Alcohol,No,None,Strained,Yes,Good,0,No,Elementary,Retail,None,No,Irregular,Yes,11/10/2023,Parole,Unemployed,No,Renting,Yes,9,Theft
48,Female,Widowed,Catholic,Graduate,Labuin,Theft,1 - Assault,Yes,No,9,1.1,None,,0,None,Good,18,No,No,Yes,None,High,Antisocial,Yes,Moderate,High,Moderate,Yes,Moderate,Resistant,No,No,4,Antisocial,Homeless,Yes,No,Yes,Both,Yes,None,Strained,No,,0,Yes,Graduate,Factory,Medium,Yes,None,Yes,9/10/2023,None,Employed,No,Renting,Yes,,
59,Male,Single,Iglesia,None,Aplaya,Assault,3 - Assault,No,No,1,0.6,None,,0,None,Poor,0,No,No,Yes,None,Low,Schizoid,Yes,High,Moderate,Low,Yes,Low,Cooperative,Yes,No,5,Prosocial,Alone,Yes,No,Yes,Alcohol,Yes,Occasional,Strong,No,,2,Yes,None,Construction,Low,Yes,None,No,6/19/2020,Parole,Unemployed,No,Renting,No,,
31,Female,Married,Christian,Vocational,Aplaya,Fraud,2 - Assault,Yes,Yes,13,10.7,Escalation,14,4,None,Good,24,No,No,Yes,Sports,High,Schizoid,No,Moderate,Low,Moderate,Yes,High,Willing,Yes,Yes,4,Prosocial,Alone,No,No,Yes,Drugs,Yes,Occasional,Absent,Yes,Good,3,No,Vocational,Unemployed,None,Yes,None,Yes,6/14/2023,Completed,Employed,Yes,Halfway House,No,14,Fraud
29,Female,Single,Catholic,Vocational,Gatmaitan,Robbery,1 - Illegal Drugs,Yes,No,4,1.8,Escalation,13,4,Contraband,Poor,9,No,Yes,Yes,Art Therapy,Low,Narcissistic,No,Moderate,Moderate,Low,No,Moderate,Resistant,No,No,2,Prosocial,With Peers,No,Yes,Yes,Drugs,No,Frequent,Absent,Yes,Poor,3,No,Vocational,Retail,Medium,No,Regular,Yes,12/1/2020,Parole,Employed,Yes,With Family,Yes,13,Robbery
32,Female,Widowed,Christian,Graduate,Aplaya,Homicide,2 - Illegal Drugs,Yes,No,5,3.8,Same,22,2,Contraband,Fair,9,Yes,No,Yes,None,Moderate,Antisocial,Yes,Moderate,Moderate,Low,Yes,High,Cooperative,No,Yes,2,Antisocial,With Family,No,Yes,No,Alcohol,No,Occasional,Strained,Yes,Poor,4,Yes,Graduate,Clerk,Medium,No,Regular,No,6/14/2023,Parole,Employed,Yes,With Family,Yes,22,Homicide
31,Male,Married,Christian,None,Patimbao,Illegal Drugs,1 - Robbery,No,No,2,0.8,Escalation,33,1,Fighting,Good,4,No,No,Yes,Art Therapy,Moderate,BPD,No,Low,High,Low,Some,High,Resistant,Yes,Yes,2,Prosocial,With Peers,Yes,No,Yes,Drugs,Yes,Occasional,Strained,Yes,,3,No,None,Factory,High,No,None,Yes,11/4/2020,None,Unemployed,Yes,Renting,Yes,33,Illegal Drugs
45,Female,Married,Christian,Elementary,Patimbao,Homicide,3 - Illegal Drugs,No,No,13,3.9,None,,5,Verbal Threats,Good,6,No,Yes,Yes,Sports,High,Narcissistic,Yes,High,Moderate,Low,Yes,Low,Resistant,Yes,No,2,Prosocial,With Peers,Yes,No,No,Both,Yes,None,Strained,Yes,Good,1,No,Elementary,Retail,Medium,Yes,None,Yes,10/20/2020,None,Unemployed,Yes,Halfway House,Yes,,
48,Female,Separated,None,Vocational,Labuin,Robbery,1 - Homicide,Yes,Yes,15,13.5,None,,2,None,Fair,12,Yes,Yes,Yes,None,Low,Schizoid,Yes,Low,Low,Moderate,Yes,Moderate,Willing,Yes,No,2,Prosocial,Alone,No,Yes,No,Alcohol,Yes,Frequent,Strained,Yes,Good,4,No,Vocational,Retail,High,No,None,No,12/9/2024,Parole,Employed,Yes,Homeless,Yes,,
22,Male,Separated,Muslim,None,Bagumbayan,Homicide,2 - Fraud,No,Yes,13,8.2,Escalation,24,5,Contraband,Poor,6,Yes,Yes,No,Art Therapy,Very High,Narcissistic,Yes,High,Low,Low,No,Low,Resistant,Yes,No,2,Prosocial,With Family,No,No,No,Alcohol,No,None,Strained,Yes,Poor,1,Yes,None,Unemployed,Medium,No,Irregular,Yes,3/12/2020,None,Unemployed,Yes,Homeless,Yes,24,Homicide
59,Male,Single,None,None,Jasaan,Assault,0 - Homicide,Yes,No,2,1.7,Escalation,7,2,Verbal Threats,Fair,25,Yes,No,Yes,None,Low,BPD,No,Moderate,High,Moderate,No,Low,Resistant,No,Yes,3,Prosocial,With Family,Yes,Yes,No,Drugs,No,Frequent,Strained,No,,1,Yes,None,Construction,Medium,Yes,None,No,5/5/2020,Completed,Employed,Yes,Homeless,No,7,Assault
63,Female,Married,Muslim,Graduate,San Pablo Norte,Robbery,3 - Robbery,No,Yes,8,6.5,Escalation,33,1,Verbal Threats,Poor,3,Yes,Yes,Yes,Art Therapy,Very High,Narcissistic,Yes,Moderate,Low,High,Yes,High,Willing,Yes,Yes,0,Prosocial,With Family,No,Yes,No,None,No,None,Strong,Yes,Poor,2,Yes,Graduate,Odd Jobs,None,No,Regular,Yes,4/8/2022,Completed,Unemployed,Yes,Homeless,Yes,33,Robbery
37,Male,Separated,Iglesia,High School,Alipit,Estafa,1 - Fraud,No,Yes,8,1.1,Same,3,5,Verbal Threats,Fair,7,Yes,Yes,Yes,Sports,Moderate,BPD,No,Moderate,High,Moderate,Some,Moderate,Willing,Yes,Yes,1,Antisocial,With Family,No,Yes,No,Alcohol,No,None,Absent,No,Good,1,No,High School,Clerk,High,Yes,Regular,No,4/1/2022,None,Employed,Yes,Halfway House,Yes,3,Estafa
33,Male,Widowed,Iglesia,Graduate,San Juan,Illegal Drugs,3 - Estafa,No,Yes,4,1.9,Escalation,13,2,Verbal Threats,Poor,29,No,No,Yes,Sports,Moderate,BPD,Yes,Moderate,High,Low,Some,High,Resistant,No,Yes,5,Prosocial,Alone,No,No,No,Both,No,Occasional,Absent,Yes,,1,No,Graduate,Odd Jobs,None,No,Regular,No,1/14/2022,Completed,Employed,Yes,Renting,Yes,13,Illegal Drugs
38,Female,Single,Christian,High School,Bagumbayan,Estafa,1 - Theft,No,No,1,0.6,Same,10,3,Verbal Threats,Good,20,No,Yes,No,Sports,Low,Antisocial,Yes,Moderate,High,High,Some,Low,Willing,No,Yes,3,Antisocial,With Family,Yes,No,No,Drugs,No,Frequent,Strained,No,Poor,4,No,High School,Factory,High,No,None,No,8/21/2023,Parole,Unemployed,No,Renting,Yes,10,Estafa
23,Male,Married,Christian,Elementary,Palasan,Robbery,1 - Fraud,Yes,No,1,0.6,Escalation,31,0,None,Good,9,No,Yes,No,Sports,High,Narcissistic,No,Moderate,Low,Moderate,No,Low,Cooperative,No,No,5,Antisocial,Homeless,Yes,No,Yes,Alcohol,No,None,Strained,No,Good,2,Yes,Elementary,Unemployed,High,No,Regular,No,3/20/2024,Parole,Employed,No,Homeless,Yes,31,Robbery
53,Female,Single,Iglesia,College,Pagsawitan,Illegal Drugs,0 - Fraud,Yes,No,12,9.1,Escalation,5,0,Fighting,Good,4,No,Yes,Yes,None,Moderate,BPD,No,High,High,Moderate,No,Low,Resistant,Yes,Yes,0,Prosocial,Alone,Yes,Yes,Yes,Alcohol,Yes,Occasional,Absent,Yes,Good,1,No,College,Unemployed,None,Yes,Regular,No,4/18/2023,None,Unemployed,Yes,Homeless,No,5,Illegal Drugs
42,Female,Married,Christian,Vocational,Pagsawitan,Homicide,2 - Illegal Drugs,Yes,No,13,11.4,Escalation,22,0,Contraband,Fair,21,No,No,No,Art Therapy,High,BPD,Yes,Moderate,Low,Low,Some,High,Cooperative,No,No,4,Antisocial,Homeless,Yes,Yes,Yes,None,Yes,Frequent,Strong,Yes,,2,Yes,Vocational,Clerk,Low,Yes,Irregular,Yes,12/18/2024,Parole,Employed,No,Homeless,Yes,22,Homicide
30,Male,Widowed,Catholic,Vocational,Aplaya,Assault,2 - Theft,No,No,4,3.5,Same,29,0,Fighting,Poor,17,Yes,Yes,No,None,High,None,No,Low,High,Moderate,No,Low,Resistant,No,Yes,2,Antisocial,With Peers,Yes,No,Yes,Alcohol,Yes,None,Strong,Yes,Poor,0,No,Vocational,Retail,Medium,Yes,Regular,Yes,7/6/2023,Parole,Unemployed,No,Halfway House,Yes,29,Assault
63,Female,Married,Muslim,College,San Pablo Norte,Robbery,2 - Theft,No,Yes,6,3.2,Same,8,3,Contraband,Fair,22,No,No,No,Art Therapy,Low,BPD,Yes,High,High,Low,Yes,Low,Cooperative,Yes,No,4,Prosocial,With Family,Yes,No,Yes,None,Yes,Frequent,Strained,No,Good,1,Yes,College,Clerk,Medium,Yes,Irregular,No,3/17/2024,None,Employed,Yes,Halfway House,Yes,8,Robbery
52,Male,Married,Christian,High School,Calios,Illegal Drugs,0 - Estafa,No,No,7,0.8,Escalation,7,3,Fighting,Fair,16,No,No,No,Sports,Low,Schizoid,Yes,High,Low,Moderate,Some,High,Willing,Yes,No,0,Antisocial,With Peers,No,Yes,Yes,None,Yes,None,Strong,Yes,Good,0,Yes,High School,Clerk,Medium,Yes,Irregular,Yes,12/8/2022,Parole,Unemployed,No,Halfway House,No,7,Illegal Drugs
54,Female,Widowed,Christian,High School,Labuin,Estafa,1 - Assault,Yes,Yes,15,1.8,Escalation,27,4,Fighting,Good,8,No,Yes,Yes,Art Therapy,Low,Schizoid,No,Low,High,Low,Yes,High,Cooperative,Yes,Yes,3,Prosocial,Homeless,Yes,No,Yes,Both,Yes,Occasional,Absent,No,,5,No,High School,Retail,Medium,Yes,None,Yes,9/16/2024,Parole,Unemployed,Yes,With Family,No,27,Estafa
54,Female,Married,Christian,High School,Bagumbayan,Assault,0 - Assault,No,No,3,2.6,Escalation,32,3,Fighting,Good,25,Yes,No,Yes,None,Very High,BPD,Yes,High,High,Low,Some,Low,Resistant,No,No,0,Prosocial,Alone,Yes,Yes,Yes,None,No,Frequent,Absent,No,Poor,4,No,High School,Odd Jobs,High,Yes,Regular,No,10/7/2024,Completed,Unemployed,Yes,Halfway House,No,32,Assault
20,Female,Separated,Catholic,Elementary,Taytay,Estafa,2 - Estafa,No,No,14,12.7,Escalation,7,5,None,Fair,12,No,No,No,Sports,High,Narcissistic,Yes,Low,Low,Low,Yes,Moderate,Cooperative,Yes,Yes,5,Prosocial,Alone,No,No,No,Alcohol,No,Frequent,Strained,No,Good,2,No,Elementary,Retail,None,No,Regular,Yes,6/28/2021,None,Unemployed,Yes,Homeless,Yes,7,Estafa
50,Female,Married,Catholic,High School,San Pablo Norte,Assault,1 - Illegal Drugs,No,No,4,1,Same,1,0,Fighting,Good,28,Yes,Yes,Yes,Art Therapy,Low,None,Yes,Moderate,Moderate,Moderate,No,Moderate,Resistant,Yes,Yes,2,Antisocial,With Peers,No,No,Yes,Alcohol,No,Occasional,Absent,No,Good,5,Yes,High School,Factory,Medium,Yes,Regular,No,10/1/2024,Completed,Unemployed,Yes,Homeless,Yes,1,Assault
56,Male,Married,None,Vocational,Malinao,Assault,1 - Estafa,Yes,No,10,9.1,Escalation,6,3,Fighting,Fair,30,No,No,Yes,Art Therapy,Very High,Antisocial,Yes,High,Moderate,High,No,High,Resistant,No,Yes,5,Prosocial,With Family,No,No,No,None,No,Frequent,Absent,Yes,Poor,2,Yes,Vocational,Retail,High,Yes,Irregular,Yes,8/11/2024,Completed,Employed,No,Homeless,Yes,6,Assault
34,Female,Single,None,Graduate,Aplaya,Fraud,3 - Estafa,No,Yes,2,0.8,None,,0,Fighting,Poor,14,Yes,No,No,None,Low,Antisocial,Yes,Low,Low,Low,Some,High,Resistant,No,Yes,4,Antisocial,With Family,No,Yes,No,Both,Yes,Occasional,Strained,No,,5,Yes,Graduate,Construction,High,Yes,Regular,No,8/8/2021,Parole,Employed,Yes,Renting,No,,
38,Female,Widowed,Iglesia,Graduate,Alipit,Assault,1 - Fraud,Yes,Yes,12,11.3,Same,21,2,None,Poor,13,Yes,No,No,None,Moderate,None,No,High,Low,High,No,Low,Resistant,No,No,3,Prosocial,With Family,No,Yes,No,None,Yes,Frequent,Strong,No,Poor,5,Yes,Graduate,Construction,High,No,Regular,Yes,12/21/2020,None,Employed,Yes,With Family,No,21,Assault
47,Female,Widowed,Catholic,None,Aplaya,Theft,2 - Assault,No,Yes,6,2.8,Escalation,16,0,Contraband,Poor,14,Yes,No,No,Art Therapy,Moderate,BPD,Yes,Low,Low,Moderate,Some,High,Resistant,Yes,Yes,4,Antisocial,With Peers,Yes,No,Yes,None,Yes,None,Strained,No,,5,Yes,None,Clerk,High,Yes,Regular,Yes,12/9/2021,None,Employed,Yes,Renting,No,16,Theft
48,Female,Separated,Iglesia,Vocational,Labuin,Assault,3 - Estafa,No,Yes,14,3,Same,19,4,Contraband,Good,13,Yes,No,No,Art Therapy,Very High,Antisocial,No,Moderate,High,Moderate,No,High,Willing,No,No,2,Prosocial,With Family,Yes,No,Yes,Both,Yes,Occasional,Strained,Yes,,4,No,Vocational,Unemployed,High,No,Regular,Yes,8/7/2024,Completed,Employed,Yes,Homeless,No,19,Assault
51,Female,Married,Muslim,Graduate,Santo Angel,Assault,2 - Robbery,No,No,8,2.8,Escalation,13,4,None,Poor,23,Yes,Yes,Yes,Sports,Very High,BPD,No,Moderate,High,Moderate,Yes,Moderate,Resistant,No,No,5,Prosocial,Alone,Yes,No,Yes,Drugs,No,None,Strained,No,Good,1,Yes,Graduate,Retail,Low,No,Irregular,No,9/24/2020,Completed,Unemployed,Yes,Halfway House,Yes,13,Assault
23,Male,Single,Muslim,None,Jasaan,Fraud,1 - Homicide,Yes,No,10,0.9,None,,5,None,Poor,16,No,No,Yes,None,High,Narcissistic,No,Low,Low,Moderate,Yes,High,Willing,Yes,No,3,Antisocial,With Family,No,No,Yes,Alcohol,No,Occasional,Strong,Yes,Poor,3,No,None,Construction,Low,No,None,No,8/26/2024,Parole,Unemployed,Yes,Homeless,Yes,,
61,Male,Single,Iglesia,None,Santo Angel,Estafa,3 - Illegal Drugs,No,No,5,2,Same,35,0,None,Poor,4,Yes,No,Yes,Art Therapy,High,Narcissistic,No,Low,Low,Low,No,Moderate,Willing,No,Yes,5,Prosocial,With Peers,No,No,Yes,None,No,Frequent,Strained,No,Poor,1,No,None,Construction,Low,Yes,Irregular,Yes,9/21/2022,Parole,Unemployed,No,Homeless,No,35,Estafa
48,Female,Married,Catholic,Vocational,San Pablo Norte,Homicide,0 - Estafa,No,Yes,14,8.5,None,,5,Verbal Threats,Fair,2,Yes,No,Yes,Art Therapy,Moderate,Narcissistic,No,Moderate,High,Moderate,Some,High,Resistant,Yes,No,1,Antisocial,Alone,No,Yes,Yes,Both,Yes,Occasional,Absent,Yes,Good,1,Yes,Vocational,Retail,None,Yes,None,No,5/28/2022,None,Unemployed,Yes,Halfway House,No,,
25,Female,Married,Muslim,College,Taytay,Fraud,1 - Illegal Drugs,No,No,13,8.3,None,,4,Verbal Threats,Fair,7,Yes,No,No,None,Very High,Antisocial,No,Low,High,High,Yes,Moderate,Willing,Yes,Yes,1,Antisocial,With Family,Yes,No,Yes,Both,Yes,None,Strained,No,,2,No,College,Clerk,High,No,Irregular,No,12/20/2021,Parole,Unemployed,Yes,Halfway House,No,,
20,Male,Single,Catholic,High School,Labuin,Homicide,2 - Assault,No,Yes,4,1.3,None,,4,Contraband,Poor,11,Yes,Yes,Yes,None,High,BPD,Yes,Moderate,Low,High,No,Low,Cooperative,Yes,No,3,Antisocial,With Family,Yes,No,Yes,Alcohol,No,None,Strong,Yes,Good,2,Yes,High School,Unemployed,Low,No,Irregular,No,4/8/2023,Parole,Employed,No,Homeless,No,,
23,Male,Single,Muslim,High School,Gatmaitan,Robbery,2 - Assault,No,Yes,12,1.8,Same,10,5,None,Fair,25,Yes,No,Yes,Art Therapy,Moderate,Schizoid,Yes,Moderate,Low,Low,No,Low,Willing,No,No,1,Prosocial,Alone,Yes,No,Yes,Drugs,Yes,Frequent,Strong,No,Poor,3,No,High School,Retail,Low,No,None,No,5/5/2023,None,Unemployed,Yes,Halfway House,No,10,Robbery
60,Female,Separated,Iglesia,College,Malinao,Homicide,1 - Assault,No,No,5,2.5,Same,9,3,Contraband,Poor,17,No,Yes,Yes,Sports,High,Antisocial,Yes,High,High,Low,No,High,Resistant,No,Yes,2,Prosocial,Homeless,No,No,Yes,None,Yes,Occasional,Strong,Yes,,0,Yes,College,Construction,Low,No,None,No,1/23/2021,Completed,Employed,Yes,Halfway House,No,9,Homicide
50,Male,Married,Catholic,Elementary,Calios,Theft,3 - Estafa,No,No,2,1.4,None,,1,Contraband,Poor,15,Yes,No,No,Art Therapy,Very High,None,Yes,Moderate,Moderate,High,Some,Moderate,Willing,No,Yes,5,Prosocial,With Peers,Yes,No,No,Alcohol,No,Occasional,Absent,No,Poor,5,Yes,Elementary,Construction,Low,No,None,Yes,9/12/2020,Parole,Employed,Yes,Halfway House,No,,
